% Model,SOFC - BV-MS.mph
% Version,COMSOL 6.2.0.339
% Date,"Jan 31 2024, 20:39"
% Table,"Solution 1/Stationary Solver 5, Segregated solver - "
% Iteration number,Error: Current Distribution,"Error: Velocity U_a, Pressure P_a",Error: Mass Fractions,"Error: Velocity U_f, Pressure P_f",Error: Mass Fractions (2)
86,4.796614043440861E-5,4.429609990194964E-4,2.1888859584036523E-4,0.0012113284241167292,0.0011934898655626917
87,3.8412552154032685E-5,3.9553781305495377E-4,1.9581052773991043E-4,9.881218280864401E-4,8.57857591797293E-4
88,2.4441762745012677E-5,3.5258677102157536E-4,1.7539242920430013E-4,7.28700832738478E-4,7.22440621357758E-4
NaN,NaN,NaN,NaN,NaN,NaN
89,0.09911848949931289,0.06579645592187956,0.0013803050955179363,0.04797210790606131,0.017018818796506997
90,8.245331124115813E-4,0.035357847176243,9.294753955432916E-4,0.02633489471776301,0.014403449132774712
91,4.901356690547811E-4,0.019168640366789582,7.652920434909665E-4,0.012815441361340996,0.011594620763439801
92,3.980169224445209E-4,0.010307041718065593,6.303716575603003E-4,0.00640797190125149,0.009352855610385867
93,3.252383988604491E-4,0.0053976799936914215,5.613264404121743E-4,0.004432225854621775,0.007561121339910271
94,2.648203853879643E-4,0.0028958021716835097,4.996785579211999E-4,0.004023291087386826,0.006122437206912925
95,2.1568367370985512E-4,0.001692190649862583,4.447600813505751E-4,0.0037517151021095327,0.0049637348252890056
96,1.756728024645291E-4,0.0011627666808552675,3.9603499901814433E-4,0.0033931236803546264,0.004028106188450147
97,1.4307349162669982E-4,9.336337430486815E-4,3.527728042639576E-4,0.0029819651751387833,0.0032710906689292526
98,1.1650762538930406E-4,8.103433856076681E-4,3.1444173159095144E-4,0.0025657128266724605,0.0026576859747293067
99,9.485859036751821E-5,7.203659076038933E-4,2.803866878651408E-4,0.002174498058554524,0.0021601177341257463
100,7.721858007067558E-5,6.431513905911467E-4,2.501906453241414E-4,0.001822881901028002,0.0017561949047040888
101,6.284754220152583E-5,5.741135598227049E-4,2.2331613341946624E-4,0.0015160596749391282,0.0014280946162074028
102,5.1141842385192556E-5,5.121894906418736E-4,1.9946006178017412E-4,0.001253967730725752,0.0011614576759401331
103,4.160889893852036E-5,4.569124780322738E-4,1.7818400198186E-4,0.0010331878811339844,8.478494819907658E-4
104,2.68869908377703E-5,4.058771881312216E-4,1.5940914228594036E-4,7.681282060905278E-4,7.223377874023895E-4
NaN,NaN,NaN,NaN,NaN,NaN
105,0.08734887720105128,0.08216639695017403,0.001328395776773643,0.05651085631562303,0.016961659124688874
106,8.999239556432262E-4,0.04448231869179168,8.883195452206076E-4,0.03248240685364354,0.014527944047555218
107,5.578221362485385E-4,0.024114707280227694,7.282193603974988E-4,0.016480183669185966,0.0118622119098901
108,4.6154009593457417E-4,0.012836731185041712,5.970966880130676E-4,0.008096425971451453,0.009710560552488446
109,3.8392975778520457E-4,0.006584156755430316,5.295609698746504E-4,0.005181775438841199,0.007969444565091265
110,3.1843853850646424E-4,0.0034236264387806576,4.6950069449684916E-4,0.004626736204418539,0.006552947807883068
111,2.641524159662352E-4,0.0019578464576829437,4.1622411801192963E-4,0.004402238838338085,0.005396307072549489
112,2.191089343965108E-4,0.0013762168993303899,3.6916545456832197E-4,0.004066763616104745,0.004448967463110031
113,1.8171989939859783E-4,0.0011556327378690902,3.275625613620635E-4,0.0036370327638283726,0.0036712377084940433
114,1.5068332714972412E-4,0.0010343110465424548,2.908590440565453E-4,0.003178047299318563,0.0030315949969069917
115,1.2492297314284058E-4,9.320018604196223E-4,2.583953587505717E-4,0.002733645377653512,0.0025047881660632118
116,1.035463613141112E-4,8.345192907405862E-4,2.2973906779720214E-4,0.0023250180185720405,0.002070442709249917
117,8.58114526053469E-5,7.427486586604948E-4,2.0434980154912456E-4,0.0019621743345971383,0.00171202805871626
118,7.110133616448248E-5,6.587517246422731E-4,1.819100443460316E-4,0.0016473699084206294,0.0014160610605968317
119,5.890273166421397E-5,5.833948426716569E-4,1.6198115866473454E-4,0.0013781167243523077,0.0011715206030981852
120,4.8789020009971134E-5,5.165411494235201E-4,1.443475556452037E-4,0.0011499066190714766,8.700901881763257E-4
121,3.2109815781911214E-5,4.526628835641231E-4,1.288084737295386E-4,8.634722035591989E-4,7.509779953948771E-4
NaN,NaN,NaN,NaN,NaN,NaN
122,0.07834486369154202,0.10871843686586485,0.001256815550259607,0.07184734231112958,0.016650572383702936
123,9.941295143434247E-4,0.0597737056439994,8.324654116108249E-4,0.0475426071446599,0.014416888036195093
